Data Scope,Code,Name,"Credit
Points",Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,"Offering
Department",Offering Faculty,"FOE -
Narrow",Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,MMCC3150,Media Internship,10,,PACE,130cp at 1000 level or above and Permission by Special approval,20cp in MMCC units at 3000 level,"MAS300, MAS317, MAS350","S1 Day
S2 Day","
","Dr Rachael Gunn
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,MMCC3160,Arts Management Internship,10,,PACE,130cp at 1000 level or above and Permission by Special approval,20cp in MMCC at 3000 level,MMCS321,S2 Day,,"Dr Andrew Robson
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,109900,No,MMCC3121,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,Yes,Bachelor of Music
Undergraduate,MMCC3199,Advanced Issues in Marketing and Media,10,,,Admission to BMktgMedia and 130cp at 1000 level or above,(MAS390 or MMCC3090) and (MKTG303 or MKTG3003),MECO399,S2 Day,," MMCCS Staff 
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",Yes,Bachelor of Marketing and Media
Undergraduate,MMCC3240,Natures-Cultures,10,,,130cp at 1000 level or above,,MECO340,S1 Day,,"Dr Ian Collinson
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,MOLS1910,Advanced Chemistry and Biomolecular Sciences I,10,,,,(CBMS107 or CHEM1001) or (CBMS108 or CHEM1002),CBMS188,FY1 Day,,"Professor Peter Karuso
",Department of Molecular Sciences,Faculty of Science and Engineering,10500,Yes,none,no quota,no activity,No,No,,Green,No,Added details to unit as approved in webforms 2020,No,
Undergraduate,MOLS2910,Advanced Chemistry and Biomolecular Sciences II,10,,,Admission to BAdvSc and MOLS1910,,,S1 Day,,"Professor Prof Karuso
",Department of Molecular Sciences,Faculty of Science and Engineering,10599,No,"MOLS3910, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,MOLS3002,Engaging the Community in Science,10,,PACE,120cp at 1000 level or above and permission by special approval,,CBMS235,FY1 Day,,"Associate Professor Joanne Jamie
Dr Ian Jamie
",Department of Molecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,MOLS3003,Molecular Sciences Project,10,,PACE,,30cp from CHEM or BMOL units at 3000 level,"CBMS302, CBMS330",S2 Day,,"Associate Professor Koushik Venkatesan
",Department of Molecular Sciences,Faculty of Science and Engineering,19999,No,none,no quota,no activity,No,No,,Green,No,MOLS3001 re-coded to MOLS3003 due to new PACE designation - ASQC 26/3/2019.,No,
Undergraduate,MOLS3910,Advanced chemistry and Biomolecular Science III,10,,,(MOLS2910 or CBMS188) and permission by special approval,,,S1 Day,,"Professor Peter Karuso
 Robert Willows
",Department of Molecular Sciences,Faculty of Science and Engineering,10599,No,MOLS2910,no quota,no activity,No,No,,Green,No,Updated details of unit as approved in webforms 2020,No,
Undergraduate,MQBS1100,Business Innovation Challenge,10,,,Permission by special approval,,,"S1 Day
S2 Day","
","Professor Leonie Tickle
",,Macquarie Business School,80300,No,none,no quota,no activity,No,No,,Green,No,Re-coded from FOBE coded units.,,
Undergraduate,MQBS2000,Professional and Community Engagement,10,,PACE,70cp at 1000 level or above and permission by special approval,,"FBE200, FOBE200, PACE201, PACE2001",S2 Day,,"Ms Chris Bilsland
",,Macquarie Business School,90300,No,none,no quota,no activity,No,No,,Green,Yes,Re-coded from FOBE coded units.,No,
Undergraduate,MQBS3000,Student Leadership in Community Engagement,10,,PACE,130cp at 1000 level or above and permission by special approval,,"FBE300, FOBE300, PACE399, PACE3099","S3 Day
S1 Day
S2 Day","

","Dr Jen McPherson
",,Macquarie Business School,90300,No,none,no quota,no activity,No,No,,Green,Yes,Re-coded from FOBE coded units.,No,
Undergraduate,MQBS3010,Agility and Excellence in Business,10,,,Admission to BCom and (80cp at 2000 level or above),,,"S1 Day
S2 Evening","
","Dr Leanne Carter
",,Macquarie Business School,80399,No,none,no quota,no activity,No,No,,Green,No,Re-coded from FOBE coded units.,,
Undergraduate,MQBS3030,International Study Tour,10,,,120cp at 1000 level or above and permission by special approval,,FOBE330,TBD,," FBE International Staff 
",,Macquarie Business School,80300,No,none,no quota,no activity,No,No,,Green,No,Re-coded from FOBE coded units.,,
Undergraduate,MTRN2060,Introduction to Mechatronics,10,,,((PHYS1510 or PHYS140) or ((PHYS1020 or PHYS106) and (PHYS1010 or PHYS107))) and (MATH1020 or MATH1025 or MATH136 or MATH133),,ELEC260,S2 Day,,"Dr David Inglis
",School of Engineering,Faculty of Science and Engineering,31303,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,MTRN3025,Advanced Motion Control Systems,10,,,,,,,,,School of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,No,No,,Orange,No,Created as per 2020 webforms - CA - Approved at ASQC level,No,
Undergraduate,MTRN3026,Mechatronic Systems,10,,,MTRN2060 or ELEC260,,ELEC326,S2 Day,,"Professor Subhas Mukhopadhyay
",School of Engineering,Faculty of Science and Engineering,31303,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,MTRN3060,Robotics and Automation,10,,,,,,,,,School of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,No,No,,Orange,No,"Created as per 2020 webforms<br />
Not yet approved in webforms",No,
Undergraduate,MTRN4061,Medical Robotics,10,,,,,,,,,School of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,No,No,,Orange,No,"Created as per 2020 webforms<br />
Not yet approved in webforms",No,
Undergraduate,MTRN4062,Micro Electro Mechanical Systems (MEMS),10,,,,,,,,,School of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,No,No,,Orange,No,"Created as per 2020 webforms<br />
Not yet approved in webforms",No,
Undergraduate,MTRN4066,Advanced Mechatronic Engineering,10,,,(MTRN3026 or ELEC326) and (ELEC3024 or ELEC324),,ELEC466,S1 Day,,"Dr David Inglis
",School of Engineering,Faculty of Science and Engineering,31303,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,MTRN4068,Wireless Mechatronics,10,,,(MTRN3026 or ELEC326) and (ELEC3024 or ELEC324),,MECH468,S2 Day,,"Professor Subhas Mukhopadhyay
Dr David Inglis
",School of Engineering,Faculty of Science and Engineering,31300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,MTRN4092,Mechatronic Engineering Research Thesis A,10,,,(MTRN3026 or ELEC326) and (ELEC3024 or ELEC324),(MTRN4066 or ELEC466) or (MECH468 or MTRN4068),"ENGG411, MECH420","S1 Day
S2 Day","
","Dr Raheel Hashmi
 David Inglis
 Subhas Mukhopadhyay
",School of Engineering,Faculty of Science and Engineering,30700,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,MTRN4093,Mechatronic Engineering Research Thesis B,10,,,20cp at 4000 level,MTRN4092 or MECH420,"ENGG411, MECH421","S1 Day
S2 Day","
","Dr Raheel Hashmi
 Rein Vesilo
 David  Inglis
 Subhas  Mukhopadhyay 
",School of Engineering,Faculty of Science and Engineering,30700,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PACE2001,Professional Practice Placement 1,10,,PACE,Admission to BProfPrac or BActStudProfPrac(Hons),,"PACE201, FBE200, FOBE200, MQBS2000",S3 Placement,,"Dr Jennifer Ruskin
",,PACE,100700,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PACE3001,Professional Practice Placement 2,30,,PACE,20cp at 2000 level or above including PACE2001 and (admission to BProfPrac or BActStudProfPrac(Hons)),,,S1 Placement,,"Dr Jennifer Ruskin
",,PACE,90300,No,none,no quota,no activity,No,No,,Green,Yes,As per webforms.,No,
Undergraduate,PACE3060,"Seeing, Thinking and Doing PACE Internationally",10,,PACE,(130cp at 1000 level or above) and permission by special approval,,PACE360,"S3 External
WV External","with on campus sessions
with on campus sessions","Associate Professor Kate Lloyd
Dr Rebecca Bilous
",,PACE,90399,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PACE3099,Professional Internship: Learning in Practice,10,,PACE,Permission by special approval,,"FOBE300, FOHS300, PACE399, FOAR300",TBD,,"Dr Maria Amigo
",,PACE,90300,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PACE4099,Advanced Professional Practice and Reflection,30,,PACE,60cp at 2000 level or above including PACE3001,,,S2 Placement,,"Dr Jennifer Ruskin
",,PACE,90300,No,none,no quota,no activity,No,No,,Green,Yes,As per webforms.,Yes,Bachelor of Professional Practice
Undergraduate,PHIL1031,The Philosophy of Human Nature,10,,,,,"PHIL131, PHI130, PHIX131, PHL131, PHIX1031","S1 Day
S1 Online","
","Dr Karola Stotz
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL1032,"Happiness, Goodness and Justice",10,,,,,"PHIL132, PHI110, PHIX132, PHL132, PHIX1032","S2 Day
S2 Online
S3 Online","

","Associate Professor Paul Formosa
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL1037,Critical Thinking,10,,,,,"PHIL137, PHI120, PHIX137, PHL137, PHIX1037","S1 Day
S1 Online
S2 Day
S2 Online
S3 Online","



","Dr Albert Atkin
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2010,Business and Professional Ethics,10,,,40cp at 1000 level or above,,"PHI230, PHIL264, PHIL364, PHL264, PHL364, PHIX201, PHIL201, PHIX2010","S1 Day
S1 Online
S3 Online","

","Professor Jean-Philipe Deranty
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2020,"Philosophy, Technology, and the Future of Humanity",10,,,40cp at 1000 level or above,,PHIL202,"S2 Day
S2 Online","
","Associate Professor Paul Formosa
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2025,Ethical Theory,10,,,40cp at 1000 level or above,,"PHIL225, PHL225","S1 Day
S1 Online","
","Dr Mianna Lotz
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2026,The Moral Psychology of Good and Evil,10,,,40cp at 1000 level or above,,PHIL226,"S1 Day
S1 Online","
","Professor Jeanette Kennett
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2032,"Science, Objectivity and Reality",10,,,40cp at 1000 level or above,,"PHIL232, PHL232","S2 Day
S2 Online","
","Dr Karola Stotz
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2034,Formal Logic,10,,,40cp at 1000 level or above ,,"PHL134, PHIL134","S2 Day
S2 Online","
","Dr Jennifer Duke-Yonge
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PHIL2038,Existential Questions,10,,,40cp at 1000 level or above,,"PHIL238, PHL238","S2 Day
S2 Online","
","Associate Professor Robert Sinnerbrink
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2042,Practical Ethics,10,,,40cp at 1000 level or above,,"PHIL242, PHI210, PHIX242, PHL242, PHIX2042",2021,,"Dr Mianna Lotz
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2046,Philosophy of Religion,10,,,40cp at 1000 level or above,,"PHIL246, PHIX246, PHL246, PHIX2046","S1 Day
S1 Online","
","Professor Nicholas Smith
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2049,"Evolution, Mind and Culture",10,,,40cp at 1000 level or above,,"PHIL249, PHL249","S1 Day
S1 Online","
","Dr Karola Stotz
",Department of Philosophy,Faculty of Arts,90799,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2054,Freedom and Domination,10,,,40cp at 1000 level or above,,"PHIL254, PHL254","S2 Day
S2 Online","
","Associate Professor Jean-Philippe Deranty
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2056,Knowledge and its Limits,10,,,40cp at 1000 level or above,,"PHIL256, PHL256","S1 Day
S1 Online","
","Dr Jennifer Duke-Yonge
",Department of Philosophy,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2060,Bioethics and Biotechnology,10,,,40cp at 1000 level or above,,"CBMS807, ELS860, PHIL260, PHL260, MOLS8002","S2 Day
S2 External","
No on-campus sessions, however students must attend an examination in Australia","Dr Mianna Lotz
",Department of Philosophy,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2062,Philosophy of Psychology,10,,,40cp at 1000 level or above,,"PHIL262, PHI220, PHIX262, PHL262, PHIX2062","S2 Day
S2 Online","
","Dr Karola Stotz
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL2070,Healthcare Ethics,10,,,40cp at 1000 level or above,,,"S1 Day
S1 External","
wit on campus sessions: None","Professor Wendy Rogers
Dr Jane  Johnson
Professor Catriona  Mackenzie
",Department of Philosophy,Faculty of Arts,91700,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PHIL3010,Philosophy of Medicine and Healthcare,10,,,130cp at 1000 level or above,,,"S2 Day
S2 Online","
","Professor Wendy Rogers
Dr Jane  Johnson
",Department of Philosophy,Faculty of Arts,91700,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PHIL3041,"Action, Virtue and Character",10,,,130cp at 1000 level or above,,"PHIL341, PHL341",2021,,"Dr Mianna Lotz
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3051,Social Philosophy,10,,,130cp at 1000 level or above,,"PHIL351, PHL351","S1 Day
S1 Online","
","Associate Professor Jean-Philippe Deranty
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3052,The Philosophy of Race and Identity,10,,,130cp at 1000 level or above,,"PHIL352, PHL352","S2 Day
S2 Online","
","Dr Albert Atkin
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3056,Work and the Good Life,10,,,130cp at 1000 level or above,,"PHIL356, PHL356","S2 Day
S2 Online","
","Professor Nicholas Smith
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3057,Theories of Justice,10,,,130cp at 1000 level or above,,"PHIL357, PHI320, PHIX357, PHL357, PHIX3057
","S1 Day
S1 Online","
","Dr Paul Formosa
",Department of Philosophy,Faculty of Arts,90100,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3058,Metaphysics,10,,,130cp at 1000 level or above,,"PHIL358, PHIX358, PHL358, PHIX3058",2021,,"Dr Jennifer Duke-Yonge
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3063,Philosophy and Cognitive Science,10,,,130cp at 1000 level or above,,"PHIL363, PHI310, PHIX363, PHL363","S1 Day
S1 Online","
","Dr Karola Stotz
",Department of Philosophy,Faculty of Arts,90799,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3065,Film and Philosophy,10,,,130cp at 1000 level or above,,"PHIL365, PHI350, PHIX365, PHL365, PHIX3065","S1 Day
S1 Online","
","Associate Professor Robert Sinnerbrink
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHIL3082,Agency and the Self,10,,,130cp at 1000 level or above,,"PHIL382, PHL382","S2 Day
S2 Online","
","Professor Catriona Mackenzie
",Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,Discontinued as per 2020 schedule of units,No,
Undergraduate,PHIL3085,Contemporary Research Topics in Philosophy,10,,,(130cp at 1000 level or above)  and (40cp in PHIL or PHL units),20cp in PHL or PHIL units at 3000 level,"PHIL354, PHL354, PHI370, PHIX344, PHIX383, PHIL383, PHIX3083","S2 Day
S2 Online","
",,Department of Philosophy,Faculty of Arts,91701,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,PHTY2000,Health Psychology and Behaviour Change,10,,,((PSYC104 or PSYU1104) and (PSYC105 or PSYU1105)) or Admission to BClinSc,,,"S2 Day
S3 Day","
","Dr Morwenna Kirwan
",Department of Health Professions,Faculty of Medicine and Health Sciences,90700,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PHTY3000,Physiological Adaptations to Exercise and Exercise Prescription,10,,,120cp including (HLTH108 or ANAT1001) and ((HLTH109 or ANAT1002) or (MEDI203 or MEDI2100 or MEDI211 or MEDI2101)) and (BIOL247 or BIOL2220),,,S1 Day,,"Dr Karen Peebles
",Department of Health Professions,Faculty of Medicine and Health Sciences,69903,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PHTY3001,Biomechanics of Human Movement,10,,,110cp at 1000 level or above including ((HLTH108 or ANAT1001) and ((HLTH109 or ANAT1002) or (MEDI203 or MEDI2100))),,PHTY302,S1 Day,,"Dr Timothy Doyle
",Department of Health Professions,Faculty of Medicine and Health Sciences,69903,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHTY3002,Human Motor Learning and Performance,10,,,120cp at 1000 level or above including ((HLTH108 or ANAT1001) and ((HLTH109 or ANAT1002) or (MEDI203 or MEDI2100)) and (PHTY302 or PHTY3001)),,PHTY301,S2 Day,,"Dr Timothy Doyle
",Department of Health Professions,Faculty of Medicine and Health Sciences,69903,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS1000,Foundations of Physics,10,,,,,PHYS130,2021,,"Associate Professor Daniel Zucker
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS1010,Modern Mechanics,10,,,(HSC Mathematics Band 4 and above or Extension 1 Band E2 and above or Extension 2) or MATH1000 or MATH130  or WFMA003 or WFMA0003,,"PHYS140, PHYS143, PHYS107, PHYS1510, PHYS1520",S1 Day,,"Professor Deb Kane
",Department of Physics and Astronomy,Faculty of Science and Engineering,10300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS1020,Electric and Magnetic Interactions,10,,,PHYS1010 or PHYS107,MATH132 or MATH135 or MATH1010 or MATH1015,"PHYS140, PHYS143, PHYS106, PHYS1510, PHYS1520",S2 Day,,"Associate Professor David Spence
",Department of Physics and Astronomy,Faculty of Science and Engineering,10300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS1210,Physics for Life Sciences,10,,,(HSC General Mathematics Band 5 and above or Mathematics Band 3 and above or Extension 1 or Extension 2) ,,"PHYS107, PHYS106, PHYS140, PHYS143, PHYS1010, PHYS1020, PHYS1510, PHYS1520, PHYS149","S1 Day
S2 Day","
","Associate Professor Andrei Zvyagin
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS1510,Engineering Physics,10,,,(HSC Mathematics Band 4 and above or Extension 1 Band E2 and above or Extension 2) or MATH1000 or MATH130 or WFMA003,,"PHYS106, PHYS107, PHYS1010, PHYS1020, PHYS140, PHYS149, PHYS1210","S1 Day
S2 Day","
","Professor Judith Dawes
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS1520,Physics for Electrical and Electronic Engineering,10,,,PHYS140 or PHYS1510,,"PHYS106, PHYS107, PHYS1010, PHYS1020, PHYS143, PHYS149, PHYS1210","S1 Day
S2 Day","
","Professor Helen Pask
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS1910,Advanced Physics I,10,,,Admission to BAdvSc and [(HSC Mathematics Band 4 and above or Extension 1 Band E2 and above or Extension 2) or MATH1000 or MATH130 or WFMA003 or WFMA0003],,PHYS188,FY1 Day,,"Associate Professor Alexei Gilchrist
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS2000,Big Ideas in Science,10,,,40cp at 1000 level or above,,PHYS242,2021,,"Professor Jason Twamley
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS2010,Classical and Quantum Oscillations and Waves,10,,,(PHYS106 or PHYS1020 or PHYS143 or PHYS1520) and (MATH133 or MATH136 or MATH1020 or MATH1025) ,,PHYS201,S1 Day,,"Professor Mark Wardle
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS2020,Electromagnetism and Thermodynamics,10,,,PHYS201 or PHYS2010,MATH235 or MATH2010,PHYS202,S2 Day,,"Associate Professor Alex Fuerbach
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS2110,Introduction to Lasers and Photonics: From the Internet to Astronomy-On-a-Chip,10,,,(MATH132 or MATH135 or MATH1010 or MATH1015) and (PHYS143 or PHYS106 or PHYS1020 or PHYS1520 or PHYS149 or PHYS1210),,"OPTO200, OPTO221, PHTN221, PHYS221",S1 Day,,"Professor Michael Withford
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS2910,Advanced Physics II,10,,,(PHYS107(D) or PHYS1010(D)) and (PHYS106(D) or PHYS1020(D)),PHYS201 or PHYS2010,PHYS246,FY1 Day,,"Associate Professor Alexei Gilchrist
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,"PHYS3910, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS3010,Classical Electrodynamics,10,,,(PHYS201 or PHYS2010) and (PHYS202 or PHYS2020) and (MATH235 or MATH2010),,PHYS301,S1 Day,,"Associate Professor Alex Fuerbach
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS3130,Quantum Mechanics and Atomic Physics,10,,,(PHYS201 or PHYS2010) and (PHYS202 or PHYS2020) and (MATH235 or MATH2010),PHYS301 or PHYS3010,PHYS303,S1 Day,,"Dr Dominic Berry
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS3140,Advanced Quantum Mechanics and Quantum Optics,10,,,PHYS303 or PHYS3130,,PHYS304,S2 Day,,"Professor Alexei Gilchrist
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS3160,Optical Physics,10,,,PHYS301 or PHYS3010,,PHYS306,S2 Day,,"Professor Michael Withford
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS3180,Condensed Matter and Nanoscale Physics,10,,,(PHYS201 or PHYS2010) and (PHYS202 or PHYS2020) and (MATH235 or MATH2010),PHYS301 or PHYS3010,PHYS308,S1 Day,,"Professor Jason Twamley
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS3810,Professional Physics,10,,PACE,PHYS301 or PHYS3010,,"ASTR310, PHTN310, PHYS311, ASTR3810",S2 Day,,"Professor Helen Pask
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PHYS3910,Advanced Physics III,10,,,(PHYS188 or PHYS1910) and (PHYS201(D) or PHYS2010(D)) and (PHYS202(D) or PHYS2020(D)),,PHYS388,FY1 Day,,"Associate Professor Gavin Brennen
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,PHYS2910,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
